player_id,cricinfo_player_id,name,team_id,team_name,first_name,last_name,full_name,date_of_birth,age,role,captain,batting_style,bowling_style,is_batsman,is_bowler,is_allrounder,is_wicketkeeper,image_path
122,348148,Mohammad Nawaz,8,Pakistan,Mohammad,Nawaz,Mohammad Nawaz,1994-03-21T00:00Z,29,Allrounder,True,Left-hand bat,Slow left-arm orthodox,0,0,1,0,static/imgs/players/Mohammad Nawaz.jpg
123,1185538,Mohammad Wasim,8,Pakistan,Mohammad,Wasim,Mohammad Wasim,2001-08-25T00:00Z,22,Bowling allrounder,True,Right-hand bat,Right-arm fast-medium,0,0,1,0,static/imgs/players/Mohammad Wasim.jpg
124,922943,Shadab Khan,8,Pakistan,Shadab,Khan,Shadab Khan,1998-10-04T00:00Z,25,Allrounder,True,Right-hand bat,Legbreak,0,0,1,0,static/imgs/players/Shadab Khan.jpg
125,1161606,Haris Rauf,8,Pakistan,Haris,Rauf,Haris Rauf,1993-11-07T00:00Z,30,Bowler,True,Right-hand bat,Right-arm fast,0,1,0,0,static/imgs/players/Haris Rauf.jpg
126,681305,Hasan Ali,8,Pakistan,Hasan,Ali,Hasan Ali,1994-07-02T00:00Z,29,Bowler,True,Right-hand bat,Right-arm medium-fast,0,1,0,0,static/imgs/players/Hasan Ali.jpg
127,1072470,Shaheen Shah Afridi,8,Pakistan,Shaheen,Afridi,Shaheen Shah Afridi,2000-04-06T00:00Z,23,Bowler,True,Left-hand bat,Left-arm fast,0,1,0,0,static/imgs/players/Shaheen Shah Afridi.jpg
128,647667,Usama Mir,8,Pakistan,Usama,Mir,Usama Mir,1995-12-23T00:00Z,28,Bowler,True,Right-hand bat,Legbreak,0,1,0,0,static/imgs/players/Usama Mir.jpg
129,372116,Temba Bavuma,9,South Africa,Temba,Bavuma,Temba Bavuma,1990-05-17T00:00Z,33,Middle-order batter,False,Right-hand bat,Right-arm medium,1,0,0,0,static/imgs/players/Temba Bavuma.jpg
130,379143,Quinton de Kock,9,South Africa,Quinton,Kock,Quinton de Kock,1992-12-17T00:00Z,31,Wicketkeeper batter,False,Left-hand bat,,1,0,0,1,static/imgs/players/Quinton de Kock.jpg
131,269280,Reeza Hendricks,9,South Africa,Reeza,Hendricks,Reeza Raphael Hendricks,1989-08-14T00:00Z,34,Opening batter,True,Right-hand bat,Right-arm offbreak,1,0,0,0,static/imgs/players/Reeza Hendricks.jpg
132,436757,Heinrich Klaasen,9,South Africa,Heinrich,Klaasen,Heinrich Klaasen,1991-07-30T00:00Z,32,Wicketkeeper batter,False,Right-hand bat,Right-arm offbreak,1,0,0,1,static/imgs/players/Heinrich Klaasen.jpg
133,600498,Aiden Markram,9,South Africa,Aiden,Markram,Aiden Kyle Markram,1994-10-04T00:00Z,29,Opening batter,True,Right-hand bat,Right-arm offbreak,1,0,0,0,static/imgs/players/Aiden Markram.jpg
134,321777,David Miller,9,South Africa,David,Miller,David Andrew Miller,1989-06-10T00:00Z,34,Middle-order batter,True,Left-hand bat,Right-arm offbreak,1,0,0,0,static/imgs/players/David Miller.jpg
135,337790,Rassie van der Dussen,9,South Africa,Rassie,Dussen,Hendrik Erasmus van der Dussen,1989-02-07T00:00Z,34,Top-order batter,True,Right-hand bat,Legbreak,1,0,0,0,static/imgs/players/Rassie van der Dussen.jpg
136,696401,Marco Jansen,9,South Africa,Marco,Jansen,Marco Jansen,2000-05-01T00:00Z,23,Bowling allrounder,True,Right-hand bat,Left-arm medium-fast,0,0,1,0,static/imgs/players/Marco Jansen.jpg
137,540316,Andile Phehlukwayo,9,South Africa,Andile,Phehlukwayo,Andile Lucky Phehlukwayo,1996-03-03T00:00Z,27,Bowling allrounder,True,Left-hand bat,Right-arm medium-fast,0,0,1,0,static/imgs/players/Andile Phehlukwayo.jpg
138,596010,Gerald Coetzee,9,South Africa,Gerald,Coetzee,Gerald Coetzee,2000-10-02T00:00Z,23,Bowler,True,Right-hand bat,Right-arm fast,0,1,0,0,static/imgs/players/Gerald Coetzee.jpg
139,267724,Keshav Maharaj,9,South Africa,Keshav,Maharaj,Keshav Athmanand Maharaj,1990-02-07T00:00Z,33,Bowler,True,Right-hand bat,Slow left-arm orthodox,0,1,0,0,static/imgs/players/Keshav Maharaj.jpg
140,542023,Lungi Ngidi,9,South Africa,Lungi,Ngidi,Lungisani True-man Ngidi,1996-03-29T00:00Z,27,Bowler,True,Right-hand bat,Right-arm fast-medium,0,1,0,0,static/imgs/players/Lungi Ngidi.jpg
141,550215,Kagiso Rabada,9,South Africa,Kagiso,Rabada,Kagiso Rabada,1995-05-25T00:00Z,28,Bowler,True,Left-hand bat,Right-arm fast,0,1,0,0,static/imgs/players/Kagiso Rabada.jpg
142,379145,Tabraiz Shamsi,9,South Africa,Tabraiz,Shamsi,Tabraiz Shamsi,1990-02-18T00:00Z,33,Bowler,True,Right-hand bat,Left-arm wrist-spin,0,1,0,0,static/imgs/players/Tabraiz Shamsi.jpg
143,379887,Lizaad Williams,9,South Africa,Lizaad,Williams,Lizaad Buyron Williams,1993-10-01T00:00Z,30,Bowler,True,Left-hand bat,Right-arm medium-fast,0,1,0,0,static/imgs/players/Lizaad Williams.jpg
144,379776,Sisanda Magala,9,South Africa,Sisanda,Magala,Sisanda Somila Bruce Magala,1991-01-07T00:00Z,32,Bowler,True,Right-hand bat,Right-arm fast-medium,0,1,0,0,static/imgs/players/Sisanda Magala.jpg
145,481979,Anrich Nortje,9,South Africa,Anrich,Nortje,Anrich Arno Nortje,1993-11-16T00:00Z,30,Bowler,True,Right-hand bat,Right-arm fast,0,1,0,0,static/imgs/players/Anrich Nortje.jpg
146,629074,Kusal Mendis,10,Sri Lanka,Kusal,Mendis,Balapuwaduge Kusal Gimhan Mendis,1995-02-02T00:00Z,28,Wicketkeeper batter,False,Right-hand bat,Legbreak,1,0,0,1,static/imgs/players/Kusal Mendis.jpg
147,227772,Dimuth Karunaratne,10,Sri Lanka,Dimuth,Karunaratne,Frank Dimuth Madushanka Karunaratne,1988-04-21T00:00Z,35,Opening batter,True,Left-hand bat,Right-arm medium,1,0,0,0,static/imgs/players/Dimuth Karunaratne.jpg
148,1028655,Pathum Nissanka,10,Sri Lanka,Pathum,Nissanka,Pathum Nissanka Silva,1998-05-18T00:00Z,25,Top-order batter,True,Right-hand bat,,1,0,0,0,static/imgs/players/Pathum Nissanka.jpg
149,300631,Kusal Perera,10,Sri Lanka,Kusal,Perera,Mathurage Don Kusal Janith Perera,1990-08-17T00:00Z,33,Wicketkeeper batter,False,Left-hand bat,,1,0,0,1,static/imgs/players/Kusal Perera.jpg
150,629076,Sadeera Samarawickrama,10,Sri Lanka,Sadeera,Samarawickrama,Wedagedara Sadeera Rashen Samarawickrama,1995-08-30T00:00Z,28,Wicketkeeper batter,False,Right-hand bat,,1,0,0,1,static/imgs/players/Sadeera Samarawickrama.jpg
151,784367,Charith Asalanka,10,Sri Lanka,Charith,Asalanka,Kariyawasam Indipalage Charith Asalanka,1997-06-29T00:00Z,26,Batting allrounder,True,Left-hand bat,Right-arm offbreak,0,0,1,0,static/imgs/players/Charith Asalanka.jpg
152,465793,Dhananjaya de Silva,10,Sri Lanka,Dhananjaya,Silva,Dhananjaya Maduranga de Silva,1991-09-06T00:00Z,32,Allrounder,True,Right-hand bat,Right-arm offbreak,0,0,1,0,static/imgs/players/Dhananjaya de Silva.jpg
153,721041,Dushan Hemantha,10,Sri Lanka,Dushan,Hemantha,Munasinghe Arachchige Dushan Ishara Hemantha,1994-05-24T00:00Z,29,Allrounder,True,Right-hand bat,Legbreak,0,0,1,0,static/imgs/players/Dushan Hemantha.jpg
154,623695,Chamika Karunaratne,10,Sri Lanka,Chamika,Karunaratne,Chamika Karunaratne,1996-05-29T00:00Z,27,Bowling allrounder,True,Right-hand bat,Right-arm medium-fast,0,0,1,0,static/imgs/players/Chamika Karunaratne.jpg
155,49764,Angelo Mathews,10,Sri Lanka,Angelo,Mathews,Angelo Davis Mathews,1987-06-02T00:00Z,36,Allrounder,True,Right-hand bat,Right-arm medium,0,0,1,0,static/imgs/players/Angelo Mathews.jpg
156,437316,Dasun Shanaka,10,Sri Lanka,Dasun,Shanaka,Madagamagamage Dasun Shanaka,1991-09-09T00:00Z,32,Allrounder,True,Right-hand bat,Right-arm medium,0,0,1,0,static/imgs/players/Dasun Shanaka.jpg
157,552152,Dushmantha Chameera,10,Sri Lanka,Dushmantha,Chameera,Pathira Vasan Dushmantha Chameera,1992-01-11T00:00Z,31,Bowler,True,Right-hand bat,Right-arm fast,0,1,0,0,static/imgs/players/Dushmantha Chameera.jpg
158,793007,Dilshan Madushanka,10,Sri Lanka,Dilshan,Madushanka,Lokumarakkalage Dilshan Madushanka,2000-09-18T00:00Z,23,Bowler,True,Right-hand bat,Left-arm fast-medium,0,1,0,0,static/imgs/players/Dilshan Madushanka.jpg
159,499594,Kasun Rajitha,10,Sri Lanka,Kasun,Rajitha,Chandrasekara Arachchilage Kasun Rajitha,1993-06-01T00:00Z,30,Bowler,True,Right-hand bat,Right-arm medium-fast,0,1,0,0,static/imgs/players/Kasun Rajitha.jpg
160,1138316,Maheesh Theekshana,10,Sri Lanka,Maheesh,Theekshana,Morawakage Maheesh Theekshana,2000-08-01T00:00Z,23,Bowler,True,Right-hand bat,Right-arm offbreak,0,1,0,0,static/imgs/players/Maheesh Theekshana.jpg
161,1152427,Dunith Wellalage,10,Sri Lanka,Dunith,Wellalage,Dunith Nethmika Wellalage,2003-01-09T00:00Z,20,Bowler,True,Left-hand bat,Slow left-arm orthodox,0,1,0,0,static/imgs/players/Dunith Wellalage.jpg
162,784375,Lahiru Kumara,10,Sri Lanka,Lahiru,Kumara,Chandradasa Brahammana Ralalage Lahiru Sudesh Kumara,1997-02-13T00:00Z,26,Bowler,True,Left-hand bat,Right-arm fast,0,1,0,0,static/imgs/players/Lahiru Kumara.jpg
163,1194795,Matheesha Pathirana,10,Sri Lanka,Matheesha,Pathirana,Matheesha Pathirana,2002-12-18T00:00Z,21,Bowler,True,Right-hand bat,Right-arm fast,0,1,0,0,static/imgs/players/Matheesha Pathirana.jpg
